id_cliente,nombre,ciudad,fecha_alta,mascota,email
C0593,Lucía Acosta,Ringuelet,2025-03-18,Perro,lucia.acosta.593@gmail.com
C0594,Bautista Martínez,Tolosa,2026-01-18,Otro,bautista.martinez.594@outlook.com
C0595,Franco Acosta,City Bell,2026-05-30,Ave,franco.acosta.595@hotmail.com
C0596,Bautista Benítez,Ringuelet,2025-11-06,Otro,bautista.benitez.596@hotmail.com
C0597,Valentina Fernández,Los Hornos,2024-02-01,Ave,valentina.fernandez.597@outlook.com
C0598,Benjamín Castro,Los Hornos,2026-03-16,Otro,benjamin.castro.598@hotmail.com
C0599,Valentina Castro,La Plata,2023-02-25,Perro,valentina.castro.599@outlook.com
C0600,Bautista Benítez,Villa Elisa,2026-02-28,Otro,bautista.benitez.600@hotmail.com
C0601,Tomás Suárez,City Bell,2024-07-09,Perro,tomas.suarez.601@outlook.com
C0602,Bruno Fernández,Ringuelet,2025-03-13,Ave,bruno.fernandez.602@outlook.com
C0603,Franco Acosta,Ensenada,2026-04-26,Perro y gato,franco.acosta.603@yahoo.com.ar
C0604,Bruno Herrera,Ensenada,2026-07-21,Perro,bruno.herrera.604@yahoo.com.ar
C0605,Santiago Acosta,Ringuelet,2024-07-23,Otro,santiago.acosta.605@yahoo.com.ar
C0606,Joaquín Díaz,Los Hornos,2023-07-25,Perro,joaquin.diaz.606@outlook.com
C0607,Agustina Rossi,City Bell,2024-02-24,Gato,agustina.rossi.607@gmail.com
C0608,Santiago Fernández,Ensenada,2024-09-03,Otro,santiago.fernandez.608@outlook.com
C0609,Camila López,La Plata,2024-01-18,Perro y gato,camila.lopez.609@outlook.com
C0610,Bautista Ruiz,La Plata,2025-03-14,Perro,bautista.ruiz.610@yahoo.com.ar
C0611,Lucía Benítez,La Plata,2026-02-13,Perro y gato,lucia.benitez.611@hotmail.com
C0612,Valentina Pérez,,2025-06-16,Perro y gato,valentina.perez.612@gmail.com
C0613,Agustina Fernández,Gonnet,2025-05-03,Gato,agustina.fernandez.613@hotmail.com
C0614,Benjamín Suárez,Los Hornos,2023-08-29,Perro,benjamin.suarez.614@outlook.com
C0615,Facundo Benítez,La Plata,2024-04-08,Perro y gato,facundo.benitez.615@gmail.com
C0616,Martina Martínez,La Plata,2025-10-06,Gato,martina.martinez.616@outlook.com
C0617,Nicolás Rossi,City Bell,2024-02-24,Perro,nicolas.rossi.617@gmail.com
C0618,Julieta Suárez,Los Hornos,2025-11-13,Ave,julieta.suarez.618@yahoo.com.ar
C0619,Facundo Silva,Los Hornos,2023-01-23,Otro,facundo.silva.619@hotmail.com
C0620,Lucía Rodríguez,City Bell,2023-07-29,Gato,lucia.rodriguez.620@gmail.com
C0621,Joaquín Silva,Los Hornos,2023-10-12,Perro y gato,joaquin.silva.621@hotmail.com
C0622,Facundo Rodríguez,Berisso,2024-02-07,Perro,facundo.rodriguez.622@hotmail.com
C0623,Delfina Suárez,City Bell,2023-12-04,Gato,delfina.suarez.623@yahoo.com.ar
C0624,Tomás Herrera,Ringuelet,2024-02-01,Otro,tomas.herrera.624@outlook.com
C0625,Malena Silva,Los Hornos,2023-11-08,Perro y gato,malena.silva.625@hotmail.com
C0626,Lucía Pérez,City Bell,2024-10-15,Otro,lucia.perez.626@gmail.com
C0627,Julieta Suárez,La Plata,2024-03-23,Perro,julieta.suarez.627@hotmail.com
C0628,Nicolás Acosta,La Plata,2024-12-13,Perro,nicolas.acosta.628@gmail.com
C0629,Camila Álvarez,Los Hornos,2024-12-03,Perro y gato,camila.alvarez.629@hotmail.com
C0630,Nicolás Sánchez,City Bell,2023-11-29,Gato,nicolas.sanchez.630@yahoo.com.ar
C0631,Bautista Gómez,City Bell,2023-03-19,Gato,bautista.gomez.631@outlook.com
C0632,Mateo Gómez,City Bell,2024-10-27,Ave,mateo.gomez.632@gmail.com
C0633,Franco Acosta,La Plata,2023-07-15,Perro,franco.acosta.633@outlook.com
C0634,Agustina Suárez,City Bell,2024-02-12,Perro,agustina.suarez.634@hotmail.com
C0635,Sofía Acosta,Los Hornos,2024-11-05,Perro y gato,sofia.acosta.635@gmail.com
C0636,Malena Rodríguez,Los Hornos,2025-02-09,Gato,malena.rodriguez.636@outlook.com
C0637,Malena Fernández,City Bell,2026-06-25,Perro,malena.fernandez.637@outlook.com
C0638,Joaquín Torres,Ringuelet,2023-07-18,Perro y gato,joaquin.torres.638@hotmail.com
C0639,Camila Castro,Gonnet,2026-05-28,Perro,camila.castro.639@yahoo.com.ar
C0640,Candela Fernández,Tolosa,2024-05-16,Ave,candela.fernandez.640@outlook.com
C0641,Santiago Sánchez,Berisso,2025-09-23,Gato,santiago.sanchez.641@yahoo.com.ar
C0642,Facundo Torres,Villa Elisa,2025-08-11,Gato,facundo.torres.642@outlook.com
C0643,Bautista Torres,Berisso,2023-08-29,Perro,bautista.torres.643@yahoo.com.ar
C0644,Joaquín Benítez,La Plata,2023-04-01,Ave,joaquin.benitez.644@yahoo.com.ar
C0645,Franco Fernández,Berisso,2025-06-30,Perro,franco.fernandez.645@outlook.com
C0646,Agustina Rodríguez,La Plata,2024-02-21,Gato,agustina.rodriguez.646outlook.com
C0647,Bruno González,La Plata,2024-02-24,Gato,bruno.gonzalez.647@gmail.com
C0648,Lucía Rossi,Villa Elisa,2026-03-12,Perro,lucia.rossi.648@hotmail.com
C0649,Facundo López,Los Hornos,2025-03-14,Perro y gato,facundo.lopez.649@yahoo.com.ar
C0650,Agustina Pérez,Los Hornos,2025-04-12,Perro,agustina.perez.650@hotmail.com
C0651,Nicolás Romero,Berisso,2026-04-05,Gato,nicolas.romero.651@outlook.com
C0652,Bautista Rossi,City Bell,2025-11-27,Gato,bautista.rossi.652@outlook.com
C0653,Joaquín Gómez,La Plata,2026-07-22,Otro,joaquin.gomez.653@outlook.com
C0654,Candela Herrera,La Plata,2026-03-22,Perro,candela.herrera.654@yahoo.com.ar
C0655,Facundo Acosta,City Bell,2024-12-20,Perro y gato,facundo.acosta.655@hotmail.com
C0656,Agustina Rossi,Gonnet,2023-06-17,Perro,agustina.rossi.656@outlook.com
C0657,Facundo Rossi,La Plata,2024-08-26,Perro,facundo.rossi.657@yahoo.com.ar
C0658,Nicolás Gómez,Los Hornos,2025-02-11,Perro,nicolas.gomez.658@gmail.com
C0659,Julieta Martínez,Los Hornos,2023-04-10,Ave,julieta.martinez.659@hotmail.com
C0660,Facundo Sánchez,City Bell,2024-03-03,Ave,facundo.sanchez.660@outlook.com
C0661,Sofía Herrera,Villa Elisa,2024-07-18,Gato,sofia.herrera.661@outlook.com
C0662,Bautista Martínez,La Plata,2024-04-12,Gato,bautista.martinez.662@yahoo.com.ar
C0663,Santiago Álvarez,Ringuelet,2024-10-22,Ave,santiago.alvarez.663@hotmail.com
C0664,Agustina Suárez,City Bell,2026-06-13,Perro,agustina.suarez.664@gmail.com
C0665,Bruno Torres,Los Hornos,2024-12-25,Gato,bruno.torres.665@gmail.com
C0666,Sofía Fernández,Villa Elisa,2026-05-23,Gato,sofia.fernandez.666@outlook.com
C0667,Julieta Martínez,Gonnet,2023-08-27,Gato,julieta.martinez.667@hotmail.com
C0668,Candela González,City Bell,2024-11-29,Perro y gato,candela.gonzalez.668@yahoo.com.ar
C0669,Agustina Martínez,Los Hornos,2024-04-10,Perro y gato,agustina.martinez.669@hotmail.com
C0670,Benjamín Álvarez,Ensenada,2026-04-26,Perro y gato,benjamin.alvarez.670@gmail.com
C0671,Agustina López,City Bell,2026-05-09,Perro,agustina.lopez.671@yahoo.com.ar
C0672,Mateo López,Los Hornos,2024-08-29,Gato,mateo.lopez.672@yahoo.com.ar
C0673,Malena Pérez,City Bell,2024-07-22,Otro,malena.perez.673@gmail.com
C0674,Joaquín Díaz,City Bell,2023-02-01,Perro,joaquin.diaz.674@outlook.com
C0675,Facundo Ruiz,City Bell,2023-07-22,Ave,facundo.ruiz.675@outlook.com
C0676,Delfina Díaz,Tolosa,2025-07-09,Perro y gato,delfina.diaz.676@outlook.com
C0677,Sofía Herrera,La Plata,2024-11-11,Ave,sofia.herrera.677@outlook.com
C0678,Mateo Benítez,Los Hornos,2025-11-10,Gato,mateo.benitez.678@outlook.com
C0679,Julieta Álvarez,La Plata,2026-05-05,Gato,julieta.alvarez.679@outlook.com
C0680,Bruno Romero,Gonnet,2025-04-17,Perro y gato,bruno.romero.680@outlook.com
C0681,Julieta Díaz,City Bell,2026-01-02,Perro,julieta.diaz.681@gmail.com
C0682,Candela Sánchez,City Bell,2026-04-18,Perro y gato,candela.sanchez.682@outlook.com
C0683,Joaquín Herrera,Ensenada,2025-09-08,Perro y gato,joaquin.herrera.683@hotmail.com
C0684,Mateo Rossi,City Bell,2024-11-18,Otro,mateo.rossi.684@gmail.com
C0685,Franco González,Ensenada,2025-09-03,Ave,franco.gonzalez.685@hotmail.com
C0686,Tomás Rodríguez,City Bell,2024-05-18,Gato,tomas.rodriguez.686@outlook.com
C0687,Agustina Ruiz,La Plata,2023-07-09,Otro,agustina.ruiz.687@outlook.com
C0688,Joaquín Castro,Ensenada,2025-10-11,Perro,joaquin.castro.688@gmail.com
C0689,Lucía Benítez,City Bell,2025-03-16,Ave,lucia.benitez.689@hotmail.com
C0690,Joaquín Castro,,2023-08-13,Gato,joaquin.castro.690@hotmail.com
C0691,Agustina Castro,Ensenada,2024-03-23,Otro,agustina.castro.691@gmail.com
C0692,Delfina Pérez,Los Hornos,2025-11-18,Gato,delfina.perez.692@yahoo.com.ar
C0693,Lucía Rodríguez,Tolosa,2025-12-26,Otro,lucia.rodriguez.693@hotmail.com
C0694,Joaquín Torres,City Bell,2026-02-05,Ave,joaquin.torres.694@hotmail.com
C0695,Benjamín Romero,Ensenada,2024-06-08,Gato,benjamin.romero.695@yahoo.com.ar
C0696,Julieta González,Berisso,2025-07-15,Otro,julieta.gonzalez.696@gmail.com
C0697,Camila Álvarez,City Bell,2023-03-20,Perro,camila.alvarez.697@gmail.com
C0698,Franco Sánchez,La Plata,2026-04-18,Perro y gato,franco.sanchez.698@hotmail.com
C0699,Bautista Pérez,Gonnet,2024-05-16,Ave,bautista.perez.699@yahoo.com.ar
C0700,Martina Castro,Ensenada,2023-10-01,Gato,martina.castro.700@yahoo.com.ar
C0701,Agustina López,Villa Elisa,2023-02-24,Ave,agustina.lopez.701@hotmail.com
C0702,Agustina Gómez,La Plata,,Gato,agustina.gomez.702@gmail.com
C0703,Santiago Fernández,Villa Elisa,2023-06-25,Otro,santiago.fernandez.703@yahoo.com.ar
C0704,Mateo Rossi,City Bell,2025-10-30,Gato,mateo.rossi.704@yahoo.com.ar
C0705,Delfina Herrera,La Plata,2025-11-14,Perro,delfina.herrera.705@hotmail.com
C0706,Candela Rodríguez,Ensenada,2024-06-13,Ave,candela.rodriguez.706@yahoo.com.ar
C0707,Facundo Castro,Ringuelet,2025-05-24,Otro,facundo.castro.707@yahoo.com.ar
C0708,Joaquín Martínez,Ensenada,2024-08-15,Perro y gato,joaquin.martinez.708@gmail.com
C0709,Julieta Herrera,Los Hornos,2024-04-01,Ave,julieta.herrera.709@yahoo.com.ar
C0710,Valentina Gómez,La Plata,2024-08-27,Gato,valentina.gomez.710@gmail.com
C0711,Sofía Rodríguez,Ringuelet,2026-03-29,Perro y gato,sofia.rodriguez.711@hotmail.com
C0712,Candela Suárez,La Plata,2025-11-20,Otro,candela.suarez.712@hotmail.com
C0713,Martina Gómez,City Bell,2024-05-04,Ave,martina.gomez.713@gmail.com
C0714,Julieta Herrera,City Bell,2023-10-04,Ave,julieta.herrera.714@outlook.com
C0715,Camila Silva,Los Hornos,2023-11-23,Perro,camila.silva.715@gmail.com
C0716,Lucía Castro,Gonnet,2024-02-12,Perro y gato,lucia.castro.716@gmail.com
C0717,Bautista González,Berisso,2023-01-06,Perro,bautista.gonzalez.717@yahoo.com.ar
C0718,Mateo Díaz,Ensenada,2025-03-02,Perro,mateo.diaz.718@yahoo.com.ar
C0719,Mateo Martínez,Tolosa,2024-04-17,Perro,mateo.martinez.719@yahoo.com.ar
C0720,Mateo Fernández,Gonnet,2025-01-29,Perro y gato,mateo.fernandez.720@gmail.com
C0721,Candela Torres,City Bell,2023-03-18,Perro,candela.torres.721@gmail.com
C0722,Bruno Rodríguez,La Plata,2024-07-09,Gato,bruno.rodriguez.722@hotmail.com
C0723,Camila Sánchez,City Bell,2024-05-30,Ave,camila.sanchez.723@outlook.com
C0724,Tomás Fernández,Ensenada,2024-03-10,Gato,tomas.fernandez.724@yahoo.com.ar
C0725,Franco Rossi,Ensenada,2025-11-14,Otro,franco.rossi.725@gmail.com
C0726,Bautista Sánchez,Los Hornos,2025-06-23,Perro y gato,bautista.sanchez.726@gmail.com
C0727,Lucía Fernández,La Plata,2024-05-11,Perro y gato,lucia.fernandez.727@gmail.com
C0728,Franco Sánchez,Los Hornos,2024-09-19,Ave,franco.sanchez.728@gmail.com
C0729,Franco Pérez,Villa Elisa,2025-09-01,Gato,franco.perez.729@outlook.com
C0730,Delfina Fernández,City Bell,2025-10-09,Gato,delfina.fernandez.730@outlook.com
C0731,Malena Silva,Tolosa,2023-04-01,Perro,malena.silva.731@gmail.com
C0732,Candela Álvarez,,2026-01-20,Otro,candela.alvarez.732@hotmail.com
C0733,Nicolás Torres,La Plata,2025-08-28,Perro,nicolas.torres.733@gmail.com
C0734,Martina Ruiz,Berisso,2025-04-25,Perro,martina.ruiz.734@outlook.com
C0735,Agustina Gómez,La Plata,2024-01-29,Perro,agustina.gomez.735@yahoo.com.ar
C0736,Camila González,City Bell,2024-01-21,Otro,camila.gonzalez.736@yahoo.com.ar
C0737,Valentina González,Los Hornos,2024-11-07,Ave,valentina.gonzalez.737@gmail.com
C0738,Franco López,La Plata,2026-01-03,Perro,franco.lopez.738@hotmail.com
C0739,Santiago Ruiz,City Bell,2025-09-07,Ave,santiago.ruiz.739@outlook.com
C0740,Franco Rodríguez,Los Hornos,2023-11-14,Perro y gato,franco.rodriguez.740@hotmail.com
C0741,Bautista Rossi,Los Hornos,2024-07-05,Perro y gato,bautista.rossi.741@outlook.com
C0742,Valentina Silva,City Bell,2026-02-13,Perro,valentina.silva.742@gmail.com
C0743,Facundo Gómez,Gonnet,2024-11-02,Gato,facundo.gomez.743@yahoo.com.ar
C0744,Benjamín Romero,City Bell,2025-12-04,Perro y gato,benjamin.romero.744@hotmail.com
C0745,Agustina Silva,Los Hornos,2025-03-09,Perro,agustina.silva.745@yahoo.com.ar
C0746,Benjamín Acosta,Los Hornos,2025-10-07,Otro,benjamin.acosta.746@hotmail.com
C0747,Santiago Gómez,La Plata,2023-04-14,Gato,santiago.gomez.747@yahoo.com.ar
C0748,Tomás Fernández,Ensenada,2024-11-28,Ave,tomas.fernandez.748@gmail.com
C0749,Nicolás Fernández,Gonnet,2025-05-10,Ave,nicolas.fernandez.749@outlook.com
C0750,Malena Pérez,La Plata,2026-07-07,Gato,malena.perez.750@outlook.com
C0751,Malena Benítez,Villa Elisa,2025-06-09,Perro y gato,malena.benitez.751@gmail.com
C0752,Facundo Ruiz,Gonnet,2026-03-16,Ave,facundo.ruiz.752@gmail.com
C0753,Mateo Romero,Ensenada,2023-02-06,Perro,mateo.romero.753@yahoo.com.ar
C0754,Valentina López,City Bell,2026-01-30,Perro y gato,valentina.lopez.754@yahoo.com.ar
C0755,Sofía Sánchez,Villa Elisa,2026-01-10,Perro,sofia.sanchez.755@gmail.com
C0756,Santiago Gómez,City Bell,2024-02-05,Otro,santiago.gomez.756@outlook.com
C0757,Lucía Díaz,La Plata,2026-06-10,Gato,lucia.diaz.757@gmail.com
C0758,Franco Benítez,Gonnet,2025-01-05,Perro,franco.benitez.758@hotmail.com
C0759,Sofía López,Gonnet,2023-03-17,Perro y gato,sofia.lopez.759@hotmail.com
C0760,Camila Castro,Los Hornos,2024-04-15,Otro,camila.castro.760@yahoo.com.ar
C0761,Camila Silva,Tolosa,2025-11-10,Perro y gato,camila.silva.761@outlook.com
C0762,Bautista González,Los Hornos,2023-06-21,Perro,bautista.gonzalez.762@yahoo.com.ar
C0763,Nicolás Torres,City Bell,2023-07-03,Otro,nicolas.torres.763@outlook.com
C0764,Delfina Benítez,Los Hornos,2023-02-25,Otro,delfina.benitez.764@yahoo.com.ar
C0765,Santiago Silva,Gonnet,2023-06-17,Perro y gato,santiago.silva.765@gmail.com
C0766,Franco Fernández,City Bell,2026-06-06,Gato,franco.fernandez.766@gmail.com
C0767,Delfina Martínez,Gonnet,2024-11-14,Perro y gato,delfina.martinez.767@yahoo.com.ar
C0768,Mateo Sánchez,Ringuelet,2025-04-26,Gato,mateo.sanchez.768@yahoo.com.ar
C0769,Martina Sánchez,City Bell,2023-09-21,Perro,martina.sanchez.769@outlook.com
C0770,Lucía Rodríguez,Los Hornos,2024-11-23,Otro,lucia.rodriguez.770@gmail.com
C0771,Valentina Castro,Gonnet,2025-03-21,Perro,valentina.castro.771@yahoo.com.ar
C0772,Santiago Acosta,Los Hornos,2023-04-12,Gato,santiago.acosta.772@yahoo.com.ar
C0773,Joaquín Álvarez,Los Hornos,2023-07-03,Perro y gato,joaquin.alvarez.773@yahoo.com.ar
C0774,Franco Ruiz,City Bell,2026-03-26,Gato,franco.ruiz.774@outlook.com
C0775,Malena Silva,La Plata,2025-12-30,Perro y gato,malena.silva.775@outlook.com
C0776,Benjamín Díaz,La Plata,2023-12-24,Gato,benjamin.diaz.776@outlook.com
C0777,Santiago Díaz,Ensenada,2024-02-27,Gato,santiago.diaz.777@hotmail.com
C0778,Bautista González,Gonnet,2024-09-02,Otro,bautista.gonzalez.778@hotmail.com
C0779,Bautista Fernández,Los Hornos,2023-06-22,Perro,bautista.fernandez.779@outlook.com
C0780,Malena Díaz,La Plata,2024-12-26,Perro y gato,malena.diaz.780@outlook.com
C0781,Camila Rossi,Los Hornos,2025-02-13,Perro,camila.rossi.781@yahoo.com.ar
C0782,Nicolás Pérez,La Plata,2025-10-18,Gato,nicolas.perez.782@gmail.com
C0783,Candela Acosta,Los Hornos,2024-07-10,Otro,candela.acosta.783@outlook.com
C0784,Bruno Díaz,La Plata,2024-10-03,Otro,bruno.diaz.784@outlook.com
C0785,Candela Rossi,City Bell,2026-04-12,Perro y gato,candela.rossi.785@yahoo.com.ar
C0786,Camila López,Los Hornos,2024-03-13,Gato,camila.lopez.786@hotmail.com
C0787,Joaquín Ruiz,Los Hornos,2026-02-10,Otro,joaquin.ruiz.787@yahoo.com.ar
C0788,Franco Sánchez,La Plata,2026-04-22,Perro,franco.sanchez.788@outlook.com
C0789,Santiago González,Tolosa,2024-01-19,Ave,santiago.gonzalez.789@hotmail.com
C0790,Malena Fernández,Los Hornos,2023-07-07,Otro,malena.fernandez.790@yahoo.com.ar
C0791,Santiago Álvarez,La Plata,2024-08-25,Gato,santiago.alvarez.791@yahoo.com.ar
C0792,Julieta Herrera,Villa Elisa,2025-02-15,Perro,julieta.herrera.792@hotmail.com
C0793,Lucía Sánchez,Ringuelet,2023-07-19,Perro,lucia.sanchez.793@hotmail.com
C0794,Malena Sánchez,Los Hornos,2024-10-23,Perro,malena.sanchez.794@gmail.com
C0795,Bautista Herrera,City Bell,2023-06-04,Otro,bautista.herrera.795@gmail.com
C0796,Bautista González,Ringuelet,2025-02-04,Ave,bautista.gonzalez.796@hotmail.com
C0797,Facundo Silva,Berisso,2024-10-31,Perro y gato,facundo.silva.797@hotmail.com
C0798,Bruno Álvarez,Los Hornos,2025-03-15,Perro,bruno.alvarez.798@hotmail.com
C0799,Valentina Torres,City Bell,2023-06-04,Ave,valentina.torres.799@yahoo.com.ar
C0800,Agustina Díaz,Los Hornos,2025-08-10,Perro,agustina.diaz.800@outlook.com
C0801,Camila Ruiz,Gonnet,2025-02-27,Perro y gato,camila.ruiz.801@yahoo.com.ar
C0802,Santiago Martínez,Villa Elisa,2025-01-24,Otro,santiago.martinez.802@gmail.com
C0803,Camila Torres,La Plata,2025-05-25,Perro,camila.torres.803@outlook.com
C0804,Agustina Acosta,Tolosa,2025-04-14,Perro y gato,agustina.acosta.804@hotmail.com
C0805,Nicolás Álvarez,La Plata,2023-02-25,Gato,nicolas.alvarez.805@yahoo.com.ar
C0806,Facundo Herrera,City Bell,2025-05-21,Gato,facundo.herrera.806@hotmail.com
C0807,Facundo Silva,Los Hornos,2025-12-23,Otro,facundo.silva.807@hotmail.com
C0808,Tomás Álvarez,Villa Elisa,2025-12-25,Perro,tomas.alvarez.808@hotmail.com
C0809,Facundo Suárez,Ringuelet,2023-07-20,Otro,facundo.suarez.809@gmail.com
C0810,Nicolás Torres,Gonnet,2023-10-12,Gato,nicolas.torres.810@hotmail.com
C0811,Julieta Acosta,City Bell,2026-01-27,Perro y gato,julieta.acosta.811@gmail.com
C0812,Valentina Rossi,City Bell,2024-11-30,Perro,valentina.rossi.812gmail.com
C0813,Joaquín Rodríguez,,2023-06-20,Gato,joaquin.rodriguez.813@hotmail.com
C0814,Valentina Romero,La Plata,2023-09-26,Perro y gato,valentina.romero.814@hotmail.com
C0815,Santiago Díaz,City Bell,2025-12-11,Ave,santiago.diaz.815@hotmail.com
C0816,Tomás López,La Plata,2024-03-03,Perro,tomas.lopez.816@hotmail.com
C0817,Mateo González,La Plata,2024-01-19,Perro,mateo.gonzalez.817@outlook.com
C0818,Mateo Silva,City Bell,2026-06-26,Perro,mateo.silva.818@yahoo.com.ar
C0819,Delfina Romero,La Plata,2025-05-17,Gato,delfina.romero.819@gmail.com
C0820,Mateo Martínez,Tolosa,2025-05-28,Gato,mateo.martinez.820@hotmail.com
C0821,Facundo Pérez,La Plata,2023-09-15,Gato,facundo.perez.821@yahoo.com.ar
C0822,Facundo Herrera,La Plata,2024-02-08,Ave,facundo.herrera.822@outlook.com
C0823,Bruno Acosta,Los Hornos,2025-12-03,Gato,bruno.acosta.823@outlook.com
C0824,Mateo Álvarez,Los Hornos,2024-06-05,Gato,mateo.alvarez.824@outlook.com
C0825,Franco Herrera,Los Hornos,2026-02-17,Perro,franco.herrera.825@yahoo.com.ar
C0826,Santiago Silva,Ringuelet,2023-03-23,Gato,santiago.silva.826@outlook.com
C0827,Valentina Sánchez,Berisso,2023-07-24,Gato,valentina.sanchez.827@outlook.com
C0828,Nicolás Suárez,La Plata,2024-02-06,Gato,nicolas.suarez.828@gmail.com
C0829,Malena Castro,Ringuelet,2024-03-24,Gato,malena.castro.829@yahoo.com.ar
C0830,Martina Fernández,La Plata,2023-07-11,Gato,martina.fernandez.830@outlook.com
C0831,Malena Gómez,La Plata,2026-05-02,Perro,malena.gomez.831@hotmail.com
C0832,Tomás Herrera,City Bell,2023-08-22,Perro,tomas.herrera.832@yahoo.com.ar
C0833,Facundo González,La Plata,2024-06-27,Gato,facundo.gonzalez.833@hotmail.com
C0834,Franco Ruiz,City Bell,2024-07-05,Otro,franco.ruiz.834@hotmail.com
C0835,Benjamín Álvarez,Gonnet,2025-12-18,Ave,benjamin.alvarez.835@yahoo.com.ar
C0836,Candela Herrera,City Bell,2024-04-08,Gato,candela.herrera.836@yahoo.com.ar
C0837,Julieta Torres,City Bell,2026-07-15,Gato,julieta.torres.837@hotmail.com
C0838,Facundo Torres,Ringuelet,2026-05-16,Otro,facundo.torres.838@yahoo.com.ar
C0839,Sofía Rossi,Los Hornos,2023-01-25,Otro,sofia.rossi.839@gmail.com
C0840,Santiago Herrera,Ensenada,2024-07-20,Perro y gato,santiago.herrera.840@outlook.com
C0841,Lucía Romero,City Bell,2025-03-25,Perro y gato,lucia.romero.841@hotmail.com
C0842,Sofía Rodríguez,La Plata,2024-09-21,Perro,sofia.rodriguez.842@yahoo.com.ar
C0843,Sofía Ruiz,Ringuelet,2024-02-16,Perro y gato,sofia.ruiz.843@yahoo.com.ar
C0844,Santiago Gómez,City Bell,2026-01-15,Perro,santiago.gomez.844@outlook.com
C0845,Joaquín Álvarez,La Plata,2026-06-11,Gato,joaquin.alvarez.845@yahoo.com.ar
C0846,Bruno Martínez,La Plata,2023-07-24,Perro y gato,bruno.martinez.846@hotmail.com
C0847,Delfina Ruiz,City Bell,2023-03-21,Ave,delfina.ruiz.847@outlook.com
C0848,Bruno Castro,City Bell,2024-07-12,Ave,bruno.castro.848@outlook.com
C0849,Bruno Sánchez,La Plata,2024-10-21,Perro,bruno.sanchez.849@hotmail.com
C0850,Tomás Rossi,La Plata,2023-11-29,Perro,tomas.rossi.850@hotmail.com
C0851,Julieta Herrera,City Bell,2023-10-27,Gato,julieta.herrera.851@hotmail.com
C0852,Julieta Gómez,Ringuelet,2026-02-01,Perro,julieta.gomez.852@gmail.com
C0853,Martina Rodríguez,Villa Elisa,2024-02-11,Ave,martina.rodriguez.853@hotmail.com
C0854,Valentina Martínez,La Plata,2023-11-21,Gato,valentina.martinez.854@gmail.com
C0855,Martina Gómez,Gonnet,2023-11-13,Gato,martina.gomez.855@outlook.com
C0856,Franco Benítez,Los Hornos,2025-10-06,Perro,franco.benitez.856@outlook.com
C0857,Tomás Torres,Berisso,2024-03-19,Perro,tomas.torres.857@yahoo.com.ar
C0858,Facundo Castro,City Bell,2024-02-04,Perro,facundo.castro.858@yahoo.com.ar
C0859,Franco Ruiz,Ensenada,2024-01-06,Perro,franco.ruiz.859@hotmail.com
C0860,Mateo Benítez,Ringuelet,2023-01-19,Perro,mateo.benitez.860@gmail.com
C0861,Camila González,La Plata,2024-02-14,Gato,camila.gonzalez.861@hotmail.com
C0862,Tomás Rodríguez,Tolosa,2023-10-04,Perro,tomas.rodriguez.862@gmail.com
C0863,Candela Benítez,Villa Elisa,2025-01-08,Gato,candela.benitez.863@yahoo.com.ar
C0864,Bautista Ruiz,La Plata,2025-11-19,Gato,bautista.ruiz.864@yahoo.com.ar
C0865,Santiago Ruiz,City Bell,2024-08-22,Gato,santiago.ruiz.865@hotmail.com
C0866,Facundo Suárez,Los Hornos,2023-10-20,Gato,facundo.suarez.866@gmail.com
C0867,Valentina Gómez,City Bell,2025-04-12,Gato,valentina.gomez.867@gmail.com
C0868,Delfina Álvarez,City Bell,2024-09-18,Perro y gato,delfina.alvarez.868@outlook.com
C0869,Agustina Álvarez,Ensenada,2023-08-07,Gato,agustina.alvarez.869@hotmail.com
C0870,Camila López,Berisso,2024-12-22,Gato,camila.lopez.870@gmail.com
C0871,Bruno Rossi,City Bell,2023-10-09,Perro y gato,bruno.rossi.871@outlook.com
C0872,Bruno Martínez,Ensenada,2023-08-19,Otro,bruno.martinez.872@hotmail.com
C0873,Martina Fernández,La Plata,2024-01-26,Gato,martina.fernandez.873@gmail.com
C0874,Valentina Rossi,La Plata,2025-01-18,Gato,valentina.rossi.874@hotmail.com
C0875,Facundo Ruiz,La Plata,2024-10-14,Gato,facundo.ruiz.875@outlook.com
C0876,Nicolás Silva,Gonnet,2025-11-05,Perro y gato,nicolas.silva.876@hotmail.com
C0877,Sofía Silva,Los Hornos,2026-05-31,Perro,sofia.silva.877@outlook.com
C0878,Benjamín Díaz,La Plata,2023-10-12,Perro y gato,benjamin.diaz.878@hotmail.com
C0879,Tomás Fernández,Los Hornos,2026-03-29,Perro,tomas.fernandez.879@gmail.com
C0880,Martina Castro,Ringuelet,2025-02-23,Perro,martina.castro.880@yahoo.com.ar
C0881,Lucía Castro,La Plata,2023-02-19,Perro,lucia.castro.881@yahoo.com.ar
C0882,Sofía González,La Plata,2025-03-18,Otro,sofia.gonzalez.882@yahoo.com.ar
C0883,Agustina Álvarez,La Plata,2024-11-09,Gato,agustina.alvarez.883@hotmail.com
C0884,Lucía Álvarez,Los Hornos,2025-01-30,Gato,lucia.alvarez.884@outlook.com
C0885,Joaquín Rossi,City Bell,2025-07-10,Perro y gato,joaquin.rossi.885@yahoo.com.ar
C0886,Santiago González,La Plata,2025-04-03,Gato,santiago.gonzalez.886@outlook.com
