id_linea_venta,id_venta,fecha,id_cliente,id_producto,cantidad,precio_unitario,descuento,sucursal,canal,medio_pago,fecha_original,fecha_invalida,fecha_fuera_rango,error_cantidad,cantidad_atipica,error_precio,error_descuento,requiere_revision,motivo_revision,producto_existe,cliente_informado,cliente_existe,estado_cliente,id_cliente_modelo,producto,categoria,subcategoria,marca,costo,precio_lista,proveedor,nombre,ciudad,fecha_alta,mascota,email
LV008178,V003270,2025-05-25,C0437,P0009,1,8680,0.05,Los Hornos,Local,Efectivo,25/05/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0437,Balanced Premium Perro 15 kg,Alimentos,Perro,Balanced,6600.0,9100.0,Mundo Mascota,Martina Suárez,City Bell,2025-12-17,Perro y gato,martina.suarez.437@hotmail.com
LV008179,V003270,2025-05-25,C0437,P0127,2,13230,0.1,Los Hornos,Local,Efectivo,25/05/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0437,Agility Cepillo dental Perro 1 l,Higiene,Perro,Agility,7400.0,13000.0,Accesorios Huella,Martina Suárez,City Bell,2025-12-17,Perro y gato,martina.suarez.437@hotmail.com
LV008180,V003271,2026-03-30,C0716,P0030,2,20350,0.0,City Bell,Local,Crédito,30/03/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0716,Catit Premium Gato 1 kg,Alimentos,Gato,Catit,16700.0,21700.0,NutriPet Sur,Lucía Castro,Gonnet,2024-02-12,Perro y gato,lucia.castro.716@gmail.com
LV008181,V003271,2026-03-30,C0716,P0153,1,35430,0.0,City Bell,Local,Efectivo,30/03/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0716,Whiskas Juguete General L,Accesorios,General,Whiskas,24600.0,36300.0,Mundo Mascota,Lucía Castro,Gonnet,2024-02-12,Perro y gato,lucia.castro.716@gmail.com
LV008182,V003271,2026-03-30,C0716,P0007,2,18570,0.0,City Bell,Local,QR,30/03/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0716,"König Cachorro Perro 7,5 kg",Alimentos,Perro,König,11900.0,19400.0,Accesorios Huella,Lucía Castro,Gonnet,2024-02-12,Perro y gato,lucia.castro.716@gmail.com
LV008183,V003271,2026-03-30,C0716,P0144,1,37880,0.0,City Bell,Local,Transferencia,30/03/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0716,Osspret Correa General XL,Higiene,General,Osspret,27700.0,36900.0,Distribuidora Patitas,Lucía Castro,Gonnet,2024-02-12,Perro y gato,lucia.castro.716@gmail.com
LV008184,V003272,2026-04-05,C0958,P0038,1,11880,0.0,Centro,Local,QR,05/04/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0958,Excellent Piel sensible Gato 10 kg,Alimentos,Gato,Excellent,7700.0,11900.0,NutriPet Sur,Sofía López,Los Hornos,2025-12-21,Perro,sofia.lopez.958@hotmail.com
LV008185,V003272,2026-04-05,C0958,P0003,1,26030,0.1,Centro,Local,Débito,05/04/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0958,Excellent Premium Perro 10 kg,Alimentos,Perro,Excellent,13800.0,25300.0,Mayorista Animalia,Sofía López,Los Hornos,2025-12-21,Perro,sofia.lopez.958@hotmail.com
LV008186,V003272,2026-04-05,C0958,P0102,1,4440,0.1,Centro,Local,Transferencia,05/04/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0958,König Tiras Gato 500 g,Snacks,Gato,König,2600.0,4600.0,NutriPet Sur,Sofía López,Los Hornos,2025-12-21,Perro,sofia.lopez.958@hotmail.com
LV008187,V003273,2025-09-11,C0910,P0051,3,24210,0.0,Ecommerce,Online,Mercado Pago,11/09/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0910,Pedigree Premium Perro 3 kg,Alimentos,Perro,Pedigree,15500.0,23600.0,Mayorista Animalia,Franco González,Los Hornos,2023-10-13,Perro,franco.gonzalez.910@gmail.com
LV008188,V003273,2025-09-11,C0910,P0093,4,11620,0.0,Ecommerce,Online,Transferencia,11/09/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0910,Excellent Tiras Perro 150 g,Snacks,Perro,Excellent,7100.0,12100.0,EcoPet Distribuciones,Franco González,Los Hornos,2023-10-13,Perro,franco.gonzalez.910@gmail.com
LV008189,V003273,2025-09-11,C0910,P0035,1,8580,0.1,Ecommerce,Online,Transferencia,11/09/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0910,Catit Piel sensible Perro 1 kg,Alimentos,Perro,Catit,4800.0,8700.0,Mayorista Animalia,Franco González,Los Hornos,2023-10-13,Perro,franco.gonzalez.910@gmail.com
LV008190,V003274,2026-02-01,C1154,P0109,1,17800,0.0,Los Hornos,Local,Transferencia,01/02/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C1154,Purina Cepillo dental Perro 4 kg,Higiene,Perro,Purina,13400.0,17500.0,EcoPet Distribuciones,Valentina González,Berisso,2024-09-14,Otro,valentina.gonzalez.1154@gmail.com
LV008191,V003274,2026-02-01,C1154,P0019,1,13730,0.0,Los Hornos,Local,Efectivo,01/02/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C1154,Balanced Cachorro Perro 15 kg,Alimentos,Perro,Balanced,7700.0,12900.0,Mayorista Animalia,Valentina González,Berisso,2024-09-14,Otro,valentina.gonzalez.1154@gmail.com
LV008192,V003274,2026-02-01,C1154,P0079,1,46940,0.0,Los Hornos,Local,QR,01/02/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C1154,Balanced Cachorro Perro 15 kg,Alimentos,Perro,Balanced,46326.0,44900.0,Accesorios Huella,Valentina González,Berisso,2024-09-14,Otro,valentina.gonzalez.1154@gmail.com
LV008193,V003275,2026-07-17,C0895,P0068,2,33480,0.0,Ecommerce,Online,Crédito,17/07/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0895,Excellent Piel sensible Gato 10 kg,Alimentos,Gato,Excellent,19900.0,31600.0,Veterinaria Central,Bruno López,Tolosa,2025-03-12,Perro,bruno.lopez.895@outlook.com
LV008194,V003276,2026-03-07,C1964,P0042,2,34840,0.15,Centro,Local,Efectivo,07/03/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C1964,"König Premium Gato 7,5 kg",Alimentos,Gato,König,22200.0,34400.0,Pet Supply BA,Camila Fernández,Tolosa,2025-07-12,Otro,camila.fernandez.1964@gmail.com
LV008195,V003276,2026-03-07,C1964,P0155,1,38450,0.0,Centro,Local,Efectivo,07/03/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C1964,Vitalcan Juguete Gato XS,Accesorios,Gato,Vitalcan,,36600.0,Mayorista Animalia,Camila Fernández,Tolosa,2025-07-12,Otro,camila.fernandez.1964@gmail.com
LV008196,V003277,2025-01-09,C0615,P0156,1,58600,0.0,City Bell,Local,Crédito,09/01/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0615,Nutribon Correa General S,Accesorios,General,Nutribon,32500.0,56100.0,Veterinaria Central,Facundo Benítez,La Plata,2024-04-08,Perro y gato,facundo.benitez.615@gmail.com
LV008197,V003277,2025-01-09,C0615,P0019,1,12180,0.0,City Bell,Local,Transferencia,09/01/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0615,Balanced Cachorro Perro 15 kg,Alimentos,Perro,Balanced,7700.0,12900.0,Mayorista Animalia,Facundo Benítez,La Plata,2024-04-08,Perro y gato,facundo.benitez.615@gmail.com
LV008198,V003277,2025-01-09,C0615,P0025,1,30810,0.0,City Bell,Local,QR,09/01/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0615,Catit Cachorro Perro 1 kg,Alimentos,Perro,Catit,21600.0,32700.0,Mundo Mascota,Facundo Benítez,La Plata,2024-04-08,Perro y gato,facundo.benitez.615@gmail.com
LV008199,V003277,2025-01-09,C0615,P0091,1,8420,0.1,City Bell,Local,Efectivo,09/01/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0615,Pedigree Galletas Perro 150 g,Snacks,Perro,Pedigree,6100.0,8400.0,Mayorista Animalia,Facundo Benítez,La Plata,2024-04-08,Perro y gato,facundo.benitez.615@gmail.com
LV008200,V003278,2025-04-04,,P0051,2,22220,0.0,Ecommerce,Online,Débito,04/04/2025,False,False,False,False,False,False,False,,True,False,False,Invitado,C_INVITADO,Pedigree Premium Perro 3 kg,Alimentos,Perro,Pedigree,15500.0,23600.0,Mayorista Animalia,Cliente invitado,,,,
LV008201,V003278,2025-04-04,C9200,P0024,1,18670,0.0,Ecommerce,Online,Mercado Pago,04/04/2025,False,False,False,False,False,False,False,,True,True,False,No encontrado,C_NO_ENCONTRADO,Balanced Premium Gato 15 kg,Alimentos,Gato,Balanced,11200.0,18300.0,Distribuidora Patitas,Cliente no encontrado,,,,
LV008202,V003279,2025-05-04,C0121,P0116,2,3870,0.05,Centro,Local,Efectivo,04/05/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0121,Eukanuba Arena sanitaria Gato 500 ml,Higiene,Gato,Eukanuba,2600.0,3700.0,Veterinaria Central,Malena Martínez,Gonnet,2025-01-10,Perro,malena.martinez.121@yahoo.com.ar
LV008203,V003280,2025-12-09,C0650,P0164,1,17730,0.2,Centro,Local,QR,09/12/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0650,Osspret Correa Gato XL,Accesorios,Gato,Osspret,13500.0,17600.0,Veterinaria Central,Agustina Pérez,Los Hornos,2025-04-12,Perro,agustina.perez.650@hotmail.com
LV008204,V003281,2025-04-09,C0025,P0061,1,45470,0.05,Centro,Local,Transferencia,09/04/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0025,Pedigree Cachorro Perro 3 kg,Alimentos,Perro,Pedigree,26200.0,47400.0,EcoPet Distribuciones,Julieta Suárez,Gonnet,2025-09-28,Perro y gato,julieta.suarez.25@gmail.com
LV008205,V003281,2025-04-09,C0025,P0067,1,60910,0.0,Centro,Local,Efectivo,09/04/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0025,"König Cachorro Perro 7,5 kg",Alimentos,Perro,König,46000.0,60500.0,Mayorista Animalia,Julieta Suárez,Gonnet,2025-09-28,Perro y gato,julieta.suarez.25@gmail.com
LV008206,V003281,2025-04-09,C0025,P0010,2,4310,0.0,Centro,Local,Transferencia,09/04/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C0025,Catit Cachorro Gato 1 kg,Alimentos,Gato,Catit,3100.0,4600.0,Pet Supply BA,Julieta Suárez,Gonnet,2025-09-28,Perro y gato,julieta.suarez.25@gmail.com
LV008207,V003282,2025-03-25,C1845,P0114,2,8040,0.0,Centro,Local,Débito,25/03/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C1845,Purina Shampoo General 4 kg,Higiene,General,Purina,6200.0,8400.0,Pet Supply BA,Bruno Benítez,Los Hornos,2024-05-28,Perro,
LV008208,V003282,2025-03-25,C1845,P0080,1,23440,0.1,Centro,Local,Crédito,25/03/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C1845,Catit Piel sensible Gato 1 kg,Alimentos,Gato,Catit,14500.0,24100.0,Distribuidora Patitas,Bruno Benítez,Los Hornos,2024-05-28,Perro,
LV008209,V003282,2025-03-25,C1845,P0134,1,4300,0.0,Centro,Local,Débito,25/03/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C1845,Purina Arena sanitaria Gato 4 kg,Higiene,Gato,Purina,3100.0,4100.0,NutriPet Sur,Bruno Benítez,Los Hornos,2024-05-28,Perro,
LV008210,V003283,2025-05-15,,P0001,1,24040,0.0,Centro,Local,Débito,15/05/2025,False,False,False,False,False,False,False,,True,False,False,Invitado,C_INVITADO,Pedigree Cachorro Perro 3 kg,Alimentos,Perro,Pedigree,15300.0,23900.0,Mundo Mascota,Cliente invitado,,,,
LV008211,V003283,2025-05-15,,P0170,1,18510,0.1,Centro,Local,Efectivo,15/05/2025,False,False,False,False,False,False,False,,True,False,False,Invitado,C_INVITADO,Vitalcan Correa Gato XS,Accesorios,Gato,Vitalcan,10200.0,19000.0,Pet Supply BA,Cliente invitado,,,,
LV008212,V003283,2025-05-15,,P0137,1,46530,0.05,Centro,Local,QR,15/05/2025,False,False,False,False,False,False,False,,True,False,False,Invitado,C_INVITADO,Royal Canin Juguete Gato M,Accesorios,Gato,Royal Canin,30800.0,46800.0,Mundo Mascota,Cliente invitado,,,,
LV008213,V003284,2026-01-05,,P0111,1,3750,0.0,City Bell,Local,Efectivo,05/01/2026,False,False,False,False,False,False,False,,True,False,False,Invitado,C_INVITADO,Eukanuba Shampoo General 500 ml,Higiene,General,Eukanuba,2100.0,3700.0,Accesorios Huella,Cliente invitado,,,,
LV008214,V003284,2026-01-05,,P0149,1,61730,0.0,City Bell,Local,QR,05/01/2026,False,False,False,False,False,False,False,,True,False,False,Invitado,C_INVITADO,Osspret Juguete Gato XL,Accesorios,Gato,Osspret,38400.0,64200.0,EcoPet Distribuciones,Cliente invitado,,,,
LV008215,V003285,2025-01-06,C1325,P0174,1,77640,0.0,City Bell,Local,Efectivo,06/01/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C1325,Osspret Correa General XL,Accesorios,General,Osspret,41000.0,77000.0,NutriPet Sur,Valentina Rodríguez,Los Hornos,2023-10-02,Gato,valentina.rodriguez.1325@gmail.com
LV008216,V003286,2026-06-01,C0341,P0093,1,12760,0.05,Centro,Local,Transferencia,01/06/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0341,Excellent Tiras Perro 150 g,Snacks,Perro,Excellent,7100.0,12100.0,EcoPet Distribuciones,Camila Fernández,Los Hornos,2024-10-29,Otro,camila.fernandez.341@yahoo.com.ar
LV008217,V003286,2026-06-01,C0341,P0121,1,16880,0.0,Centro,Local,QR,01/06/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0341,Eukanuba Cepillo dental Perro 500 ml,Higiene,Perro,Eukanuba,8800.0,16400.0,Mundo Mascota,Camila Fernández,Los Hornos,2024-10-29,Otro,camila.fernandez.341@yahoo.com.ar
LV008218,V003286,2026-06-01,C0341,P0076,2,55210,0.05,Centro,Local,Transferencia,01/06/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0341,Pedigree Cachorro Gato 3 kg,Alimentos,Gato,Pedigree,30600.0,52200.0,Veterinaria Central,Camila Fernández,Los Hornos,2024-10-29,Otro,camila.fernandez.341@yahoo.com.ar
LV008219,V003286,2026-06-01,C0341,P0001,1,22250,0.05,Centro,Local,Crédito,01/06/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0341,Pedigree Cachorro Perro 3 kg,Alimentos,Perro,Pedigree,15300.0,23900.0,Mundo Mascota,Camila Fernández,Los Hornos,2024-10-29,Otro,camila.fernandez.341@yahoo.com.ar
LV008220,V003287,2026-06-26,C0213,P0068,1,32920,0.0,Los Hornos,Local,Crédito,26/06/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0213,Excellent Piel sensible Gato 10 kg,Alimentos,Gato,Excellent,19900.0,31600.0,Veterinaria Central,Candela Castro,City Bell,2026-01-05,Otro,candela.castro.213@outlook.com
LV008221,V003287,2026-06-26,C0213,P0077,1,64270,0.0,Los Hornos,Local,Efectivo,26/06/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0213,"König Piel sensible Perro 7,5 kg",Alimentos,Perro,König,41000.0,60400.0,EcoPet Distribuciones,Candela Castro,City Bell,2026-01-05,Otro,candela.castro.213@outlook.com
LV008222,V003287,2026-06-26,C0213,P0007,1,19370,0.05,Los Hornos,Local,Débito,26/06/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0213,"König Cachorro Perro 7,5 kg",Alimentos,Perro,König,11900.0,19400.0,Accesorios Huella,Candela Castro,City Bell,2026-01-05,Otro,candela.castro.213@outlook.com
LV008223,V003288,2026-08-23,C0468,P0174,1,81360,0.05,Ecommerce,Online,Crédito,23/08/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0468,Osspret Correa General XL,Accesorios,General,Osspret,41000.0,77000.0,NutriPet Sur,Benjamín Sánchez,Los Hornos,2026-04-07,Perro y gato,benjamin.sanchez.468@yahoo.com.ar
LV008224,V003288,2026-08-23,C0468,P0144,1,38140,0.1,Ecommerce,Online,Mercado Pago,23/08/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0468,Osspret Correa General XL,Higiene,General,Osspret,27700.0,36900.0,Distribuidora Patitas,Benjamín Sánchez,Los Hornos,2026-04-07,Perro y gato,benjamin.sanchez.468@yahoo.com.ar
LV008225,V003288,2026-08-23,C0468,P0069,2,65290,0.1,Ecommerce,Online,Transferencia,23/08/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0468,Balanced Premium Perro 15 kg,Alimentos,Perro,Balanced,37400.0,64700.0,EcoPet Distribuciones,Benjamín Sánchez,Los Hornos,2026-04-07,Perro y gato,benjamin.sanchez.468@yahoo.com.ar
LV008226,V003288,2026-08-23,C0468,P0177,1,19220,0.0,Ecommerce,Online,Mercado Pago,23/08/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0468,Royal Canin Antipulgas Gato Grande,Salud,Gato,Royal Canin,14400.0,20000.0,Mundo Mascota,Benjamín Sánchez,Los Hornos,2026-04-07,Perro y gato,benjamin.sanchez.468@yahoo.com.ar
LV008227,V003289,2026-07-16,C0306,P0089,3,5920,0.05,City Bell,Local,QR,16/07/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0306,Balanced Mix entrenamiento Perro 150 g,Snacks,Perro,Balanced,4100.0,6100.0,Mundo Mascota,Martina González,City Bell,2026-06-23,Perro,martina.gonzalez.306@gmail.com
LV008228,V003289,2026-07-16,C0306,P0074,4,29520,0.0,City Bell,Local,Efectivo,16/07/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0306,Balanced Piel sensible Gato 15 kg,Alimentos,Gato,Balanced,21500.0,29100.0,Pet Supply BA,Martina González,City Bell,2026-06-23,Perro,martina.gonzalez.306@gmail.com
LV008229,V003289,2026-07-16,C0306,P0025,3,34240,0.0,City Bell,Local,Débito,16/07/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0306,Catit Cachorro Perro 1 kg,Alimentos,Perro,Catit,21600.0,32700.0,Mundo Mascota,Martina González,City Bell,2026-06-23,Perro,martina.gonzalez.306@gmail.com
LV008230,V003289,2026-07-16,C0306,P0148,1,44150,0.0,City Bell,Local,Crédito,16/07/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0306,Whiskas Correa Perro L,Accesorios,Perro,Whiskas,27700.0,41600.0,Veterinaria Central,Martina González,City Bell,2026-06-23,Perro,martina.gonzalez.306@gmail.com
LV008231,V003290,2026-01-28,,P0153,1,35800,0.0,Ecommerce,Online,Transferencia,28/01/2026,False,False,False,False,False,False,False,,True,False,False,Invitado,C_INVITADO,Whiskas Juguete General L,Accesorios,General,Whiskas,24600.0,36300.0,Mundo Mascota,Cliente invitado,,,,
LV008232,V003291,2026-06-28,,P0033,1,49560,0.0,Ecommerce,Online,Transferencia,28/06/2026,False,False,False,False,False,False,False,,True,False,False,Invitado,C_INVITADO,Excellent Premium Perro 10 kg,Alimentos,Perro,Excellent,34900.0,49800.0,Mundo Mascota,Cliente invitado,,,,
LV008233,V003291,2026-06-28,,P0054,2,23290,0.0,Ecommerce,Online,Crédito,28/06/2026,False,False,False,False,False,False,False,,True,False,False,Invitado,C_INVITADO,Balanced Premium Gato 15 kg,Alimentos,Gato,Balanced,16100.0,21900.0,NutriPet Sur,Cliente invitado,,,,
LV008234,V003291,2026-06-28,,P0001,1,23480,0.05,Ecommerce,Online,Débito,28/06/2026,False,False,False,False,False,False,False,,True,False,False,Invitado,C_INVITADO,Pedigree Cachorro Perro 3 kg,Alimentos,Perro,Pedigree,15300.0,23900.0,Mundo Mascota,Cliente invitado,,,,
LV008235,V003292,2025-03-10,,P0022,2,6220,0.0,Centro,Local,QR,10/03/2025,False,False,False,False,False,False,False,,True,False,False,Invitado,C_INVITADO,"König Cachorro Gato 7,5 kg",Alimentos,Gato,König,4500.0,6500.0,NutriPet Sur,Cliente invitado,,,,
LV008236,V003292,2025-03-10,,P0195,2,29160,0.05,Centro,Local,Crédito,10/03/2025,False,False,False,False,False,False,False,,True,False,False,Invitado,C_INVITADO,Vitalcan Antipulgas Gato Pequeño,Salud,Gato,Vitalcan,21700.0,29100.0,Mayorista Animalia,Cliente invitado,,,,
LV008237,V003292,2025-03-10,,P0094,1,2980,0.1,Centro,Local,Débito,10/03/2025,False,False,False,False,False,False,False,,True,False,False,Invitado,C_INVITADO,Balanced Galletas Gato 500 g,Snacks,Gato,Balanced,2100.0,3000.0,NutriPet Sur,Cliente invitado,,,,
LV008238,V003293,2025-07-23,C1468,P0020,3,45650,0.05,Centro,Local,Efectivo,23/07/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C1468,Catit Piel sensible Gato 1 kg,Alimentos,Gato,Catit,37200.0,48400.0,Veterinaria Central,Camila Martínez,City Bell,2023-03-03,Otro,camila.martinez.1468@yahoo.com.ar
LV008239,V003293,2025-07-23,C1468,P0045,2,58010,0.0,Centro,Local,Crédito,23/07/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C1468,Catit Premium Perro 1 kg,Alimentos,Perro,Catit,39700.0,59100.0,EcoPet Distribuciones,Camila Martínez,City Bell,2023-03-03,Otro,camila.martinez.1468@yahoo.com.ar
LV008240,V003293,2025-07-23,C1468,P0112,1,13490,0.1,Centro,Local,Efectivo,23/07/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C1468,Agility Cepillo dental Perro 1 l,Higiene,Perro,Agility,7800.0,13900.0,Distribuidora Patitas,Camila Martínez,City Bell,2023-03-03,Otro,camila.martinez.1468@yahoo.com.ar
LV008241,V003294,2026-08-02,C1646,P0112,1,13990,0.0,Los Hornos,Local,Transferencia,02/08/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C1646,Agility Cepillo dental Perro 1 l,Higiene,Perro,Agility,7800.0,13900.0,Distribuidora Patitas,Bruno Ruiz,La Plata,2023-04-16,Perro y gato,bruno.ruiz.1646@gmail.com
LV008242,V003294,2026-08-02,C1646,P0102,3,4480,0.05,Los Hornos,Local,Transferencia,02/08/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C1646,König Tiras Gato 500 g,Snacks,Gato,König,2600.0,4600.0,NutriPet Sur,Bruno Ruiz,La Plata,2023-04-16,Perro y gato,bruno.ruiz.1646@gmail.com
LV008243,V003294,2026-08-02,C1646,P0063,1,13500,0.0,Los Hornos,Local,QR,02/08/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C1646,Excellent Premium Perro 10 kg,Alimentos,Perro,Excellent,9200.0,14100.0,Accesorios Huella,Bruno Ruiz,La Plata,2023-04-16,Perro y gato,bruno.ruiz.1646@gmail.com
LV008244,V003294,2026-08-02,C1646,P0106,1,4960,0.05,Los Hornos,Local,QR,02/08/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C1646,Eukanuba Cepillo dental Perro 500 ml,Higiene,Perro,Eukanuba,2900.0,4700.0,Pet Supply BA,Bruno Ruiz,La Plata,2023-04-16,Perro y gato,bruno.ruiz.1646@gmail.com
LV008245,V003295,2025-12-22,,P0032,2,28310,0.0,City Bell,Local,Transferencia,22/12/2025,False,False,False,False,False,False,False,,True,False,False,Invitado,C_INVITADO,"König Piel sensible Gato 7,5 kg",Alimentos,Gato,König,18800.0,29400.0,,Cliente invitado,,,,
LV008246,V003295,2025-12-22,,P0108,1,3850,0.0,City Bell,Local,Transferencia,22/12/2025,False,False,False,False,False,False,False,,True,False,False,Invitado,C_INVITADO,Dogit Shampoo General 2 kg,Higiene,General,Dogit,2100.0,3600.0,Veterinaria Central,Cliente invitado,,,,
LV008247,V003295,2025-12-22,,P0070,2,64100,0.0,City Bell,Local,Transferencia,22/12/2025,False,False,False,False,False,False,False,,True,False,False,Invitado,C_INVITADO,Catit Cachorro Gato 1 kg,Alimentos,Gato,Catit,34300.0,60400.0,NutriPet Sur,Cliente invitado,,,,
LV008248,V003296,2025-06-20,C1324,P0017,1,33440,0.1,City Bell,Local,Efectivo,20/06/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C1324,"König Piel sensible Perro 7,5 kg",Alimentos,Perro,König,23600.0,32400.0,Mundo Mascota,Franco López,La Plata,2023-05-18,Perro,franco.lopez.1324@hotmail.com
LV008249,V003296,2025-06-20,C1324,P0039,1,69560,0.1,City Bell,Local,Efectivo,20/06/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C1324,Balanced Premium Perro 15 kg,Alimentos,Perro,Balanced,40600.0,65600.0,Accesorios Huella,Franco López,La Plata,2023-05-18,Perro,franco.lopez.1324@hotmail.com
LV008250,V003296,2025-06-20,C1324,P0164,1,16930,0.15,City Bell,Local,Efectivo,20/06/2025,False,False,False,False,False,False,False,,True,True,True,Registrado,C1324,Osspret Correa Gato XL,Accesorios,Gato,Osspret,13500.0,17600.0,Veterinaria Central,Franco López,La Plata,2023-05-18,Perro,franco.lopez.1324@hotmail.com
LV008251,V003297,2026-05-30,C0764,P0171,1,53620,0.0,Los Hornos,Local,Efectivo,30/05/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0764,Nutribon Juguete General S,Accesorios,General,Nutribon,33700.0,51800.0,Mayorista Animalia,Delfina Benítez,Los Hornos,2023-02-25,Otro,delfina.benitez.764@yahoo.com.ar
LV008252,V003297,2026-05-30,C0764,P0007,1,18840,0.05,Los Hornos,Local,Crédito,30/05/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0764,"König Cachorro Perro 7,5 kg",Alimentos,Perro,König,11900.0,19400.0,Accesorios Huella,Delfina Benítez,Los Hornos,2023-02-25,Otro,delfina.benitez.764@yahoo.com.ar
LV008253,V003297,2026-05-30,C0764,P0003,1,23690,0.0,Los Hornos,Local,Transferencia,30/05/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0764,Excellent Premium Perro 10 kg,Alimentos,Perro,Excellent,13800.0,25300.0,Mayorista Animalia,Delfina Benítez,Los Hornos,2023-02-25,Otro,delfina.benitez.764@yahoo.com.ar
LV008254,V003297,2026-05-30,C0764,P0094,1,2840,0.15,Los Hornos,Local,Débito,30/05/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0764,Balanced Galletas Gato 500 g,Snacks,Gato,Balanced,2100.0,3000.0,NutriPet Sur,Delfina Benítez,Los Hornos,2023-02-25,Otro,delfina.benitez.764@yahoo.com.ar
LV008255,V003298,2026-06-13,C0016,P0112,3,13460,0.1,Ecommerce,Online,Crédito,13/06/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0016,Agility Cepillo dental Perro 1 l,Higiene,Perro,Agility,7800.0,13900.0,Distribuidora Patitas,Candela González,City Bell,2025-10-26,Perro,candela.gonzalez.16@outlook.com
LV008256,V003298,2026-06-13,C0016,P0012,1,20870,0.1,Ecommerce,Online,Transferencia,13/06/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0016,"König Premium Gato 7,5 kg",Alimentos,Gato,König,11800.0,22200.0,Veterinaria Central,Candela González,City Bell,2025-10-26,Perro,candela.gonzalez.16@outlook.com
LV008257,V003298,2026-06-13,C0016,P0046,1,37570,0.0,Ecommerce,Online,Mercado Pago,13/06/2026,False,False,False,False,False,False,False,,True,True,True,Registrado,C0016,Pedigree Cachorro Gato 3 kg,Alimentos,Gato,Pedigree,29500.0,39500.0,NutriPet Sur,Candela González,City Bell,2025-10-26,Perro,candela.gonzalez.16@outlook.com
